,total,data,pde,border
0,0.18495837077498437,0.2943097122013569,0.04577300400473178,0.4832986107468605
1,0.06846389297395944,0.1110732614248991,0.01675110903568566,0.15949803955852984
2,0.0584975354000926,0.10597487114369869,0.009855148727074265,0.07014804229140281
3,0.05511007621884346,0.10448549039661885,0.007261964976787567,0.03983704287558794
4,0.05386969279497862,0.10403289243578911,0.00644248554483056,0.026509759342297913
5,0.052046959400177,0.10309983767569066,0.0043184779305011035,0.018802978042513133
6,0.05187408786267042,0.10320256002247334,0.004169498486444354,0.01563525516539812
7,0.051520691849291325,0.10311921447515487,0.0037117914902046324,0.013624458611011504
8,0.05103457696735859,0.10290389500558376,0.003071049037389457,0.011976664271205664
9,0.051149298436939716,0.10304250173270703,0.003203627383336425,0.011673969086259603
10,0.050430612303316594,0.1026372292637825,0.0022249616624321787,0.010420938869938254
11,0.050635200291872025,0.10279747195541859,0.002504614545032382,0.010318332850001753
12,0.050395624078810215,0.10265615083277226,0.0021930286230053752,0.009816308133304119
13,0.0504437268525362,0.10268871076405048,0.0022063435427844523,0.01036771731916815
14,0.050071709901094434,0.10248102359473706,0.0017241400107741356,0.009454269874840975
15,0.050100536271929744,0.1024798159301281,0.0017831372970249504,0.009481727108359338
16,0.05002524901181459,0.10244454570114613,0.0016556336230132728,0.009528440106660128
17,0.04997785087674856,0.10240603901445866,0.0016594964812975377,0.008879505300428718
18,0.04996912058442831,0.10240741349756717,0.0016238375892862677,0.009039015162270516
19,0.04971933323889971,0.10224938564002514,0.0013418266479857267,0.008193873604759573
20,0.04984401445835829,0.1023291638493538,0.0014689313166309148,0.008743346999399364
21,0.0498375104740262,0.1023314157128334,0.0014869397273287177,0.008404162446968257
22,0.04965955030173063,0.10220973797142506,0.0012849359703250229,0.00790380766382441
23,0.04965797238051892,0.10221657641232014,0.0013112947542686015,0.0075387058127671484
24,0.04970299832522869,0.10225252173841,0.0013098391628591343,0.008139350805431605
25,0.04967972185462713,0.10223358161747456,0.0013628960878122598,0.0073093816312029955
26,0.04955999411642551,0.1021703814715147,0.0011379696999210863,0.007676356732845307
27,0.04964074268937111,0.10218988485634327,0.0013755935430526734,0.006800806769169867
28,0.04949888549745083,0.10214662551879883,0.001058959089568816,0.0074207423720508816
29,0.049528710953891275,0.10215402849018573,0.001128072664141655,0.007281918468652293
30,0.0495253124460578,0.10214737161993981,0.0011622775672003626,0.006935067800804972
31,0.04943683497607708,0.10208763688802719,0.0010292275034589694,0.007004888788796962
32,0.049559230431914326,0.10217041186988354,0.0012289291602792219,0.0067504293494857846
33,0.04945990730077028,0.10209788829088211,0.0010862754425033927,0.006816417784430087
34,0.049383080527186395,0.1020369677990675,0.001000168120372109,0.00667333226534538
35,0.049400279186666014,0.10207691691815853,0.0009835381835000588,0.006801310562295839
36,0.04960514836013317,0.10216412097215652,0.0013105069479206577,0.006961831103544682
37,0.049253207743167875,0.10196343146264553,0.0008437165938084946,0.006245880527421832
38,0.049452039003372195,0.10207678347826005,0.0011613681103335694,0.006111297701718286
39,0.0493311008810997,0.10200509265065193,0.0008767323882784695,0.007134862629463896
40,0.049543896466493605,0.10211964823305607,0.0012324761250056327,0.006900576453190297
41,0.049201575070619584,0.10190109826624394,0.0008596473606303334,0.005625620631035417
42,0.0493700410798192,0.10201205998659134,0.0009655586373992264,0.0069946726970374585
43,0.049353889524936675,0.10199272967875003,0.0010217289882712066,0.006287085367366671
44,0.04921969801187515,0.10190081901848316,0.0008546376699814572,0.006059081746498123
45,0.049417193531990054,0.10201235115528107,0.0011020982771879062,0.0066165649867616595
46,0.04922539498656988,0.10190920680761337,0.0008225926972227171,0.006415295435581356
47,0.04933125320822,0.10193841643631459,0.001058755498379469,0.005984589643776417
48,0.04923148557543754,0.10189655750989914,0.0008503493969328702,0.006392120770178735
49,0.049303167946636674,0.10193042390048504,0.0010030215419828891,0.006032069647917524
50,0.04918409328907728,0.10184684589505195,0.0008449173695407808,0.005948321567848325
51,0.04925995778292418,0.10189925968647003,0.0009023393783718348,0.006443114054854959
52,0.04928039401769638,0.1018978275358677,0.0009551049774745479,0.006358940268401056
53,0.04915693145245314,0.10182399995625019,0.000810271130176261,0.005952847846783698
54,0.049268499575555326,0.10188476420938969,0.0009795797220431268,0.005995052844518796
55,0.04921801291406155,0.10184980317950248,0.0008953076996840537,0.0061271570506505665
56,0.04912875667214393,0.10178872168064118,0.0007930893753655255,0.00588577541988343
57,0.04924401223659516,0.10185296319425106,0.0009578372893156484,0.0060162532865069805
58,0.049186261855065826,0.10181434772908687,0.0008500816486775875,0.0062672037514857944
59,0.04921049561351538,0.10182300627231598,0.0009239988029003144,0.005950358149129897
60,0.0490989800915122,0.10174989521503448,0.0007848371111322195,0.005731255488935858
61,0.04926008146256208,0.1018526316434145,0.0009397897979943081,0.006537486335728318
62,0.04914404269307852,0.10176292099058629,0.0008659819897729904,0.005735871345968917
63,0.049168751761317256,0.10177481919527054,0.0009008139482466503,0.005787457851693034
64,0.04914461456239223,0.10174413703382015,0.0008819782588398084,0.005775742417899892
65,0.04913570258766413,0.10176081657409668,0.0008117665955796838,0.0061239207466132935
66,0.049177097342908385,0.10176861360669136,0.0009050795121584087,0.005982112265191972
67,0.049145303443074224,0.10173996344208718,0.000875130956992507,0.005900428290478885
68,0.0490169882029295,0.10165757276117801,0.0007403297541895881,0.005377732226625085
69,0.04915651962161064,0.10173601046204567,0.000893267811043188,0.005994123473064974
70,0.049184016548097134,0.10175601705908775,0.0009002189955208451,0.006301983719458804
71,0.049041942916810514,0.10165963396430015,0.0007878356782021001,0.0054060976102482524
72,0.04913415562361479,0.10171079352498054,0.0008320600801380351,0.006388731403276325
73,0.04919535003602505,0.1017220788449049,0.0010357531270710752,0.005524032377870754
74,0.049004738368093964,0.10161047481000424,0.0007858056330587715,0.0051367054390721026
75,0.04901151768863201,0.10162146002054215,0.0006872927240328863,0.0061543283762875945
76,0.04914947483688593,0.10169363051652908,0.0009017192950705066,0.006185467094182968
77,0.04905307080596685,0.10162988275289536,0.0008069576264824719,0.005746084343409166
